"","genename","ensembleID","entrezgene_id"
"ENSG00000140181","ENSG00000140181","ENSG00000140181",NA
"SLC12A6","SLC12A6","ENSG00000140199",9990
"DUOXA1","DUOXA1","ENSG00000140254",90527
"MFAP1","MFAP1","ENSG00000140259",4236
"TCF12","TCF12","ENSG00000140262",6938
"SORD","SORD","ENSG00000140263",6652
"SERF2","SERF2","ENSG00000140264",10169
"ZSCAN29","ZSCAN29","ENSG00000140265",146050
"DUOXA2","DUOXA2","ENSG00000140274",405753
"DUOX2","DUOX2","ENSG00000140279",50506
"LYSMD2","LYSMD2","ENSG00000140280",256586
"SLC27A2","SLC27A2","ENSG00000140284",11001
"FGF7","FGF7","ENSG00000140285",2252
"HDC","HDC","ENSG00000140287",3067
"GCNT3","GCNT3","ENSG00000140297",9245
"BNIP2","BNIP2","ENSG00000140299",663
"GTF2A2","GTF2A2","ENSG00000140307",2958
"SRP14","SRP14","ENSG00000140319",6727
"BAHD1","BAHD1","ENSG00000140320",22893
"DISP2","DISP2","ENSG00000140323",85455
"CDAN1","CDAN1","ENSG00000140326",146059
"TLE3","TLE3","ENSG00000140332",7090
"ANP32A","ANP32A","ENSG00000140350",8125
"COMMD4","COMMD4","ENSG00000140365",54939
"UBE2Q2","UBE2Q2","ENSG00000140367",92912
"PSTPIP1","PSTPIP1","ENSG00000140368",9051
"ETFA","ETFA","ENSG00000140374",2108
"BCL2A1","BCL2A1","ENSG00000140379",597
"HMG20A","HMG20A","ENSG00000140382",10363
"SCAPER","SCAPER","ENSG00000140386",49855
"TSPAN3","TSPAN3","ENSG00000140391",10099
"WDR61","WDR61","ENSG00000140395",80349
"NCOA2","NCOA2","ENSG00000140396",10499
"NEIL1","NEIL1","ENSG00000140398",79661
"MAN2C1","MAN2C1","ENSG00000140400",4123
"DNAJA4","DNAJA4","ENSG00000140403",55466
"MESDC1","MESDC1","ENSG00000140406",59274
"TPM1","TPM1","ENSG00000140416",7168
"IGF1R","IGF1R","ENSG00000140443",3480
"ARRDC4","ARRDC4","ENSG00000140450",91947
"PIF1","PIF1","ENSG00000140451",80119
"USP3","USP3","ENSG00000140455",9960
"CYP11A1","CYP11A1","ENSG00000140459",1583
"BBS4","BBS4","ENSG00000140463",585
"PML","PML","ENSG00000140464",5371
"CYP1A1","CYP1A1","ENSG00000140465",1543
"ADAMTS17","ADAMTS17","ENSG00000140470",170691
"LINS1","LINS1","ENSG00000140471",55180
"ULK3","ULK3","ENSG00000140474",25989
"GOLGA6D","GOLGA6D","ENSG00000140478",653643
"PCSK6","PCSK6","ENSG00000140479",5046
"CCDC33","CCDC33","ENSG00000140481",80125
"CELF6","CELF6","ENSG00000140488",60677
"SCAMP2","SCAMP2","ENSG00000140497",10066
"CYP1A2","CYP1A2","ENSG00000140505",1544
"LMAN1L","LMAN1L","ENSG00000140506",79748
"HAPLN3","HAPLN3","ENSG00000140511",145864
"RHCG","RHCG","ENSG00000140519",51458
"POLG","POLG","ENSG00000140521",5428
"RLBP1","RLBP1","ENSG00000140522",6017
"FANCI","FANCI","ENSG00000140525",55215
"ABHD2","ABHD2","ENSG00000140526",11057
"WDR93","WDR93","ENSG00000140527",56964
"TICRR","TICRR","ENSG00000140534",90381
"NTRK3","NTRK3","ENSG00000140538",4916
"DET1","DET1","ENSG00000140543",55070
"MFGE8","MFGE8","ENSG00000140545",4240
"ZNF710","ZNF710","ENSG00000140548",374655
"UNC45A","UNC45A","ENSG00000140553",55898
"ST8SIA2","ST8SIA2","ENSG00000140557",8128
"MCTP2","MCTP2","ENSG00000140563",55784
"FURIN","FURIN","ENSG00000140564",5045
"IQGAP1","IQGAP1","ENSG00000140575",8826
"CRTC3","CRTC3","ENSG00000140577",64784
"EFL1","EFL1","ENSG00000140598",79631
"SH3GL3","SH3GL3","ENSG00000140600",6457
"SEC11A","SEC11A","ENSG00000140612",23478
"SEPT12","SEPT12","ENSG00000140623",124404
"GLYR1","GLYR1","ENSG00000140632",84656
"PMM2","PMM2","ENSG00000140650",5373
"SLC5A2","SLC5A2","ENSG00000140675",6524
"ITGAX","ITGAX","ENSG00000140678",3687
"TGFB1I1","TGFB1I1","ENSG00000140682",7041
"C16orf58","C16orf58","ENSG00000140688",64755
"ARMC5","ARMC5","ENSG00000140691",79798
"PARN","PARN","ENSG00000140694",5073
"FTO","FTO","ENSG00000140718",79068
"UQCRC2","UQCRC2","ENSG00000140740",7385
"CDR2","CDR2","ENSG00000140743",1039
"IGSF6","IGSF6","ENSG00000140749",10261
"ARHGAP17","ARHGAP17","ENSG00000140750",55114
"MYLK3","MYLK3","ENSG00000140795",91807
"ABCC12","ABCC12","ENSG00000140798",94160
"NKD1","NKD1","ENSG00000140807",85407
"DHX38","DHX38","ENSG00000140829",9785
"TXNL4B","TXNL4B","ENSG00000140830",54957
"MARVELD3","MARVELD3","ENSG00000140832",91862
"CHST4","CHST4","ENSG00000140835",10164
"ZFHX3","ZFHX3","ENSG00000140836",463
"CLEC18B","CLEC18B","ENSG00000140839",497190
"CPNE2","CPNE2","ENSG00000140848",221184
"NLRC5","NLRC5","ENSG00000140853",84166
"KATNB1","KATNB1","ENSG00000140854",10300
"KIFC3","KIFC3","ENSG00000140859",3801
"ADAMTS18","ADAMTS18","ENSG00000140873",170692
"NUDT7","NUDT7","ENSG00000140876",283927
"GCSH","GCSH","ENSG00000140905",2653
"CMTM3","CMTM3","ENSG00000140931",123920
"CMTM2","CMTM2","ENSG00000140932",146225
"CDH11","CDH11","ENSG00000140937",1009
"NOL3","NOL3","ENSG00000140939",8996
"MAP1LC3B","MAP1LC3B","ENSG00000140941",81631
"MBTPS1","MBTPS1","ENSG00000140943",8720
"CDH13","CDH13","ENSG00000140945",1012
"ZCCHC14","ZCCHC14","ENSG00000140948",23174
"TLDC1","TLDC1","ENSG00000140950",57707
"ADAD2","ADAD2","ENSG00000140955",161931
"OSGIN1","OSGIN1","ENSG00000140961",29948
"IRF8","IRF8","ENSG00000140968",3394
"RHOT2","RHOT2","ENSG00000140983",89941
"RPL3L","RPL3L","ENSG00000140986",6123
"ZSCAN32","ZSCAN32","ENSG00000140987",54925
"RPS2","RPS2","ENSG00000140988",6187
"NDUFB10","NDUFB10","ENSG00000140990",4716
"PDPK1","PDPK1","ENSG00000140992",5170
"TIGD7","TIGD7","ENSG00000140993",91151
"DEF8","DEF8","ENSG00000140995",54849
"TCF25","TCF25","ENSG00000141002",22980
"GALNS","GALNS","ENSG00000141012",2588
"GAS8","GAS8","ENSG00000141013",2622
"MED9","MED9","ENSG00000141026",55090
"NCOR1","NCOR1","ENSG00000141027",9611
"CDRT15P1","CDRT15P1","ENSG00000141028",NA
"COPS3","COPS3","ENSG00000141030",8533
"GID4","GID4","ENSG00000141034",79018
"ZNF287","ZNF287","ENSG00000141040",57336
"MYOCD","MYOCD","ENSG00000141052",93649
"KSR1","KSR1","ENSG00000141068",8844
"UTP4 (ENSG00000141076)","UTP4 (ENSG00000141076)","ENSG00000141076",84916
"RANBP10","RANBP10","ENSG00000141084",57610
"CTRL","CTRL","ENSG00000141086",1506
"DPEP3","DPEP3","ENSG00000141096",64180
"GFOD2","GFOD2","ENSG00000141098",81577
"NOB1","NOB1","ENSG00000141101",28987
"PRPSAP2","PRPSAP2","ENSG00000141127",5636
"ENSG00000141140","ENSG00000141140","ENSG00000141140",NA
"ENSG00000141141","ENSG00000141141","ENSG00000141141",NA
"ENSG00000141150","ENSG00000141150","ENSG00000141150",NA
"UNC45B","UNC45B","ENSG00000141161",146862
"PCTP","PCTP","ENSG00000141179",58488
"OR4D1","OR4D1","ENSG00000141194",26689
"TOM1L1","TOM1L1","ENSG00000141198",10040
"KIF2B","KIF2B","ENSG00000141200",84643
"C17orf80","C17orf80","ENSG00000141219",55028
"TOB1","TOB1","ENSG00000141232",10140
"VPS53","VPS53","ENSG00000141252",55275
"SPATA22","SPATA22","ENSG00000141255",84690
"SGSM2","SGSM2","ENSG00000141258",9905
"NPEPPS","NPEPPS","ENSG00000141279",9520
"SKAP1","SKAP1","ENSG00000141293",8631
"LRRC46","LRRC46","ENSG00000141294",90506
"SCRN2","SCRN2","ENSG00000141295",90507
"SSH2","SSH2","ENSG00000141298",85464
"RHBDL3","RHBDL3","ENSG00000141314",162494
"SPACA3","SPACA3","ENSG00000141316",124912
"ARSG","ARSG","ENSG00000141337",22901
"ABCA8","ABCA8","ENSG00000141338",10351
"G6PC3","G6PC3","ENSG00000141349",92579
"CLTC","CLTC","ENSG00000141367",1213
"C17orf64","C17orf64","ENSG00000141371",124773
"BCAS3","BCAS3","ENSG00000141376",54828
"PTRH2","PTRH2","ENSG00000141378",51651
"SS18","SS18","ENSG00000141380",6760
"TAF4B","TAF4B","ENSG00000141384",6875
"AFG3L2","AFG3L2","ENSG00000141385",10939
"PRELID3A","PRELID3A","ENSG00000141391",10650
"IMPA2","IMPA2","ENSG00000141401",3613
"GNAL","GNAL","ENSG00000141404",2774
"SLC39A6","SLC39A6","ENSG00000141424",25800
"RPRD1A","RPRD1A","ENSG00000141425",55197
"C18orf21","C18orf21","ENSG00000141428",83608
"GALNT1","GALNT1","ENSG00000141429",2589
"ASXL3","ASXL3","ENSG00000141431",80816
"ADCYAP1","ADCYAP1","ENSG00000141433",116
"MEP1B","MEP1B","ENSG00000141434",4225
"SLC25A52","SLC25A52","ENSG00000141437",147407
"GAREM1","GAREM1","ENSG00000141441",64762
"ESCO1","ESCO1","ENSG00000141446",114799
"OSBPL1A","OSBPL1A","ENSG00000141447",114876
"GATA6","GATA6","ENSG00000141448",2627
"GREB1L","GREB1L","ENSG00000141449",80000
"C18orf8","C18orf8","ENSG00000141452",29919
"PELP1","PELP1","ENSG00000141456",27043
"NPC1","NPC1","ENSG00000141458",4864
"SLC14A1","SLC14A1","ENSG00000141469",6563
"ARRB2","ARRB2","ENSG00000141480",409
"SLC13A5","SLC13A5","ENSG00000141485",284111
"ZMYND15","ZMYND15","ENSG00000141497",84225
"WRAP53","WRAP53","ENSG00000141499",55135
"MINK1","MINK1","ENSG00000141503",50488
"SAT2","SAT2","ENSG00000141504",112483
"ASGR1","ASGR1","ENSG00000141505",432
"PIK3R5","PIK3R5","ENSG00000141506",23533
"TP53","TP53","ENSG00000141510",7157
"CCDC40","CCDC40","ENSG00000141519",55036
"ARHGDIA","ARHGDIA","ENSG00000141522",396
"TMC6","TMC6","ENSG00000141524",11322
"SLC16A3","SLC16A3","ENSG00000141526",9123
"CARD14","CARD14","ENSG00000141527",79092
"TTYH2","TTYH2","ENSG00000141540",94015
"RAB40B","RAB40B","ENSG00000141542",10966
"EIF4A3","EIF4A3","ENSG00000141543",9775
"CSNK1D","CSNK1D","ENSG00000141551",1453
"ANAPC11","ANAPC11","ENSG00000141552",51529
"TBCD","TBCD","ENSG00000141556",6904
"FN3KRP","FN3KRP","ENSG00000141560",79672
"NARF","NARF","ENSG00000141562",26502
"RPTOR","RPTOR","ENSG00000141564",57521
"FOXK2","FOXK2","ENSG00000141568",3607
"TRIM65","TRIM65","ENSG00000141569",201292
"CBX8","CBX8","ENSG00000141570",57332
"SECTM1","SECTM1","ENSG00000141574",6398
"RNF157","RNF157","ENSG00000141576",114804
"CEP131","CEP131","ENSG00000141577",22994
"ZNF750","ZNF750","ENSG00000141579",79755
"WDR45B","WDR45B","ENSG00000141580",56270
"CBX4","CBX4","ENSG00000141582",8535
"RNF165","RNF165","ENSG00000141622",494470
"DYM","DYM","ENSG00000141627",54808
"MAPK4","MAPK4","ENSG00000141639",5596
"ELAC1","ELAC1","ENSG00000141642",55520
"MBD1","MBD1","ENSG00000141644",4152
"SMAD4","SMAD4","ENSG00000141646",4089
"TNFRSF11A","TNFRSF11A","ENSG00000141655",8792
"ZCCHC2","ZCCHC2","ENSG00000141664",54877
"FBXO15","FBXO15","ENSG00000141665",201456
"CBLN2","CBLN2","ENSG00000141668",147381
"PMAIP1","PMAIP1","ENSG00000141682",5366
"P3H4","P3H4","ENSG00000141696",10609
"NT5C3B","NT5C3B","ENSG00000141698",115024
"FAM134C","FAM134C","ENSG00000141699",162427
"ENSG00000141720","ENSG00000141720","ENSG00000141720",NA
"ERBB2","ERBB2","ENSG00000141736",2064
"GRB7","GRB7","ENSG00000141738",2886
"MIEN1","MIEN1","ENSG00000141741",84299
"PNMT","PNMT","ENSG00000141744",5409
"ARL5C","ARL5C","ENSG00000141748",390790
"STAC2","STAC2","ENSG00000141750",342667
"IGFBP4","IGFBP4","ENSG00000141753",3487
"FKBP10","FKBP10","ENSG00000141756",60681
"TXNL4A","TXNL4A","ENSG00000141759",10907
"CACNA1A","CACNA1A","ENSG00000141837",773
"MISP3","MISP3","ENSG00000141854",113230
"SAMD1","SAMD1","ENSG00000141858",90378
"BRD4","BRD4","ENSG00000141867",23476
"SLC39A3","SLC39A3","ENSG00000141873",29985
"NFIC","NFIC","ENSG00000141905",4782
"TPGS1","TPGS1","ENSG00000141933",91978
"PLPP2","PLPP2","ENSG00000141934",8612
"ZIM3","ZIM3","ENSG00000141946",114026
"PRDM15","PRDM15","ENSG00000141956",63977
"PFKL","PFKL","ENSG00000141959",5211
"FEM1A","FEM1A","ENSG00000141965",55527
"VAV1","VAV1","ENSG00000141968",7409
"MVB12A","MVB12A","ENSG00000141971",93343
"CIB3","CIB3","ENSG00000141977",117286
"CTD-3222D19.2","CTD-3222D19.2","ENSG00000141979",NA
"SH3GL1","SH3GL1","ENSG00000141985",6455
"DUS3L","DUS3L","ENSG00000141994",56931
"DPP9","DPP9","ENSG00000142002",91039
"DMRTC2","DMRTC2","ENSG00000142025",63946
"CCDC97","CCDC97","ENSG00000142039",90324
"TMEM91","TMEM91","ENSG00000142046",641649
"ZFP14","ZFP14","ENSG00000142065",57677
"SIRT3","SIRT3","ENSG00000142082",23410
"IFITM3","IFITM3","ENSG00000142089",10410
"PGGHG","PGGHG","ENSG00000142102",80162
"HUNK","HUNK","ENSG00000142149",30811
"COL6A1","COL6A1","ENSG00000142156",1291
"OR1E3","OR1E3","ENSG00000142163",8389
"IFNAR1","IFNAR1","ENSG00000142166",3454
"SOD1","SOD1","ENSG00000142168",6647
"COL6A2","COL6A2","ENSG00000142173",1292
"SIK1","SIK1","ENSG00000142178",150094
"DNMT3L","DNMT3L","ENSG00000142182",29947
"TRPM2","TRPM2","ENSG00000142185",7226
"SCYL1","SCYL1","ENSG00000142186",57410
"TMEM50B (ENSG00000142188)","TMEM50B (ENSG00000142188)","ENSG00000142188",757
"APP","APP","ENSG00000142192",351
"DOPEY2","DOPEY2","ENSG00000142197",9980
"URB1","URB1","ENSG00000142207",9875
"AKT1","AKT1","ENSG00000142208",207
"IL19","IL19","ENSG00000142224",29949
"EMP3","EMP3","ENSG00000142227",2014
"SAE1","SAE1","ENSG00000142230",10055
"NTN5","NTN5","ENSG00000142233",126147
"LMTK3","LMTK3","ENSG00000142235",114783
"GEMIN7","GEMIN7","ENSG00000142252",79760
"CBLC","CBLC","ENSG00000142273",23624
"WTIP","WTIP","ENSG00000142279",126374
"ADAMTS10","ADAMTS10","ENSG00000142303",81794
"SLC6A3","SLC6A3","ENSG00000142319",6531
"RNPEPL1","RNPEPL1","ENSG00000142327",57140
"CAPN10","CAPN10","ENSG00000142330",11132
"MYO1F","MYO1F","ENSG00000142347",4542
"ERVK3-1","ERVK3-1","ENSG00000142396",NA
"NLRP12","NLRP12","ENSG00000142405",91662
"CACNG8","CACNG8","ENSG00000142408",59283
"ZNF787","ZNF787","ENSG00000142409",126208
"C19orf52","C19orf52","ENSG00000142444",90580
"FBN3","FBN3","ENSG00000142449",84467
"CARM1","CARM1","ENSG00000142453",10498
"EVI5L","EVI5L","ENSG00000142459",115704
"TM4SF5","TM4SF5","ENSG00000142484",9032
"SLC47A1","SLC47A1","ENSG00000142494",55244
"PSMB6","PSMB6","ENSG00000142507",5694
"GPR32","GPR32","ENSG00000142511",2854
"SIGLEC10","SIGLEC10","ENSG00000142512",89790
"ACPT","ACPT","ENSG00000142513",93650
"KLK3","KLK3","ENSG00000142515",354
"ZNF473","ZNF473","ENSG00000142528",25888
"FAM71E1","FAM71E1","ENSG00000142530",112703
"RPS11","RPS11","ENSG00000142534",6205
"PTH2","PTH2","ENSG00000142538",113091
"CTD-2545M3.6","CTD-2545M3.6","ENSG00000142539",NA
"RPL13A","RPL13A","ENSG00000142541",23521
"CTU1","CTU1","ENSG00000142544",90353
"NOSIP","NOSIP","ENSG00000142546",51070
"IGLON5","IGLON5","ENSG00000142549",402665
"RCN3","RCN3","ENSG00000142552",57333
"ZNF614","ZNF614","ENSG00000142556",80110
"SLC2A5","SLC2A5","ENSG00000142583",6518
"RERE","RERE","ENSG00000142599",473
"MMEL1","MMEL1","ENSG00000142606",79258
"CFAP74","CFAP74","ENSG00000142609",85452
"PRDM16","PRDM16","ENSG00000142611",63976
"CELA2A","CELA2A","ENSG00000142615",63036
"PADI3","PADI3","ENSG00000142619",51702
"FHAD1","FHAD1","ENSG00000142621",114827
"PADI1","PADI1","ENSG00000142623",29943
"EPHA2","EPHA2","ENSG00000142627",1969
"ARHGEF19","ARHGEF19","ENSG00000142632",128272
"EFHD2","EFHD2","ENSG00000142634",79180
"PEX14","PEX14","ENSG00000142655",5195
"PGD","PGD","ENSG00000142657",5226
"MYOM3","MYOM3","ENSG00000142661",127294
"SH3BGRL3","SH3BGRL3","ENSG00000142669",83442
"CNKSR1","CNKSR1","ENSG00000142675",10256
"RPL11","RPL11","ENSG00000142676",6135
"IL22RA1","IL22RA1","ENSG00000142677",58985
"ZNF593","ZNF593","ENSG00000142684",51042
"C1orf216","C1orf216","ENSG00000142686",127703
"KIAA0319L","KIAA0319L","ENSG00000142687",79932
"EVA1B","EVA1B","ENSG00000142694",55194
"C1orf94","C1orf94","ENSG00000142698",84970
"DMRTA2","DMRTA2","ENSG00000142700",63950
"PLK4","PLK4","ENSG00000142731",10733
"MAP3K6","MAP3K6","ENSG00000142733",9064
"FCN3","FCN3","ENSG00000142748",8547
"GPN2","GPN2","ENSG00000142751",54707
"SYTL1","SYTL1","ENSG00000142765",84958
"WDTC1","WDTC1","ENSG00000142784",23038
"CELA3A","CELA3A","ENSG00000142789",10136
"NBPF3","NBPF3","ENSG00000142794",84224
"HSPG2","HSPG2","ENSG00000142798",3339
"ITGB3BP","ITGB3BP","ENSG00000142856",23421
"SERBP1","SERBP1","ENSG00000142864",26135
"BCL10","BCL10","ENSG00000142867",8915
"CYR61","CYR61","ENSG00000142871",3491
"PRKACB","PRKACB","ENSG00000142875",5567
"PIGK","PIGK","ENSG00000142892",10026
"TINAGL1","TINAGL1","ENSG00000142910",64129
"AZIN2","AZIN2","ENSG00000142920",113451
"RPS8","RPS8","ENSG00000142937",6202
"KIF2C","KIF2C","ENSG00000142945",11004
"PTPRF","PTPRF","ENSG00000142949",5792
"BEST4","BEST4","ENSG00000142959",266675
"MOB3C","MOB3C","ENSG00000142961",148932
"CYP4B1","CYP4B1","ENSG00000142973",1580
"TMEM61","TMEM61","ENSG00000143001",199964
"DMRTB1","DMRTB1","ENSG00000143006",63948
"LMO4","LMO4","ENSG00000143013",8543
"SYPL2","SYPL2","ENSG00000143028",284612
"BARHL2","BARHL2","ENSG00000143032",343472
"MTF2","MTF2","ENSG00000143033",22823
"SLC44A3","SLC44A3","ENSG00000143036",126969
"IGSF3","IGSF3","ENSG00000143061",3321
"ZNF697","ZNF697","ENSG00000143067",90874
"CTTNBP2NL","CTTNBP2NL","ENSG00000143079",55917
"STRIP1","STRIP1","ENSG00000143093",85369
"KCNA10","KCNA10","ENSG00000143105",3744
"PSMA5","PSMA5","ENSG00000143106",5686
"FNDC7","FNDC7","ENSG00000143107",163479
"C1orf162","C1orf162","ENSG00000143110",128346
"CD53","CD53","ENSG00000143119",963
"PROK1","PROK1","ENSG00000143125",84432
"CELSR2","CELSR2","ENSG00000143126",1952
"ITGA10","ITGA10","ENSG00000143127",8515
"ENSG00000143140","ENSG00000143140","ENSG00000143140",NA
"GPR161","GPR161","ENSG00000143147",23432
"ALDH9A1","ALDH9A1","ENSG00000143149",223
"ATP1B1","ATP1B1","ENSG00000143153",481
"TIPRL","TIPRL","ENSG00000143155",261726
"NME7","NME7","ENSG00000143156",29922
"POGK","POGK","ENSG00000143157",57645
"MPC2","MPC2","ENSG00000143158",25874
"CREG1","CREG1","ENSG00000143162",8804
"DCAF6","DCAF6","ENSG00000143164",55827
"GPA33","GPA33","ENSG00000143167",10223
"RXRG","RXRG","ENSG00000143171",6258
"TBX19","TBX19","ENSG00000143178",9095
"UCK2","UCK2","ENSG00000143179",7371
"TMCO1","TMCO1","ENSG00000143183",54499
"XCL1","XCL1","ENSG00000143184",6375
"XCL2","XCL2","ENSG00000143185",6846
"POU2F1","POU2F1","ENSG00000143190",5451
"MAEL","MAEL","ENSG00000143194",84944
"ILDR2","ILDR2","ENSG00000143195",387597
"DPT","DPT","ENSG00000143196",1805
"MGST3","MGST3","ENSG00000143198",4259
"ADCY10","ADCY10","ENSG00000143199",55811
"RFWD2","RFWD2","ENSG00000143207",64326
"NECTIN4","NECTIN4","ENSG00000143217",81607
"UFC1","UFC1","ENSG00000143222",51506
"PPOX","PPOX","ENSG00000143224",5498
"FCGR2A","FCGR2A","ENSG00000143226",2212
"NUF2","NUF2","ENSG00000143228",83540
"RGS5 (ENSG00000143248)","RGS5 (ENSG00000143248)","ENSG00000143248",8490
"SDHC","SDHC","ENSG00000143252",6391
"PFDN2","PFDN2","ENSG00000143256",5202
"NR1I3","NR1I3","ENSG00000143257",9970
"USP21","USP21","ENSG00000143258",27005
"F13B","F13B","ENSG00000143278",2165
"PRCC","PRCC","ENSG00000143294",5546
"FCRL5","FCRL5","ENSG00000143297",83416
"RRNAD1","RRNAD1","ENSG00000143303",51093
"MRPL24","MRPL24","ENSG00000143314",79590
"PIGM","PIGM","ENSG00000143315",93183
"CASQ1","CASQ1","ENSG00000143318",844
"ISG20L2","ISG20L2","ENSG00000143319",81875
"CRABP2","CRABP2","ENSG00000143320",1382
"HDGF","HDGF","ENSG00000143321",3068
"ABL2","ABL2","ENSG00000143322",27
"XPR1","XPR1","ENSG00000143324",9213
"RGS16","RGS16","ENSG00000143333",6004
"TOR1AIP1","TOR1AIP1","ENSG00000143337",26092
"FAM163A","FAM163A","ENSG00000143340",148753
"HMCN1","HMCN1","ENSG00000143341",83872
"RGL1","RGL1","ENSG00000143344",23179
"LYPLAL1","LYPLAL1","ENSG00000143353",127018
"LHX9","LHX9","ENSG00000143355",56956
"PRUNE1","PRUNE1","ENSG00000143363",58497
"RORC","RORC","ENSG00000143365",6097
"TUFT1","TUFT1","ENSG00000143367",7286
"SF3B4","SF3B4","ENSG00000143368",10262
"ECM1","ECM1","ENSG00000143369",1893
"ZNF687","ZNF687","ENSG00000143373",57592
"TARS2","TARS2","ENSG00000143374",80222
"CGN","CGN","ENSG00000143375",57530
"SNX27","SNX27","ENSG00000143376",81609
"SETDB1","SETDB1","ENSG00000143379",9869
"ADAMTSL4","ADAMTSL4","ENSG00000143382",54507
"MCL1","MCL1","ENSG00000143384",4170
"CTSK","CTSK","ENSG00000143387",1513
"RFX5","RFX5","ENSG00000143390",5993
"PI4KB","PI4KB","ENSG00000143393",5298
"PIP5K1A","PIP5K1A","ENSG00000143398",8394
"ANP32E","ANP32E","ENSG00000143401",81611
"FAM63A","FAM63A","ENSG00000143409",55793
"ANXA9","ANXA9","ENSG00000143412",8416
"SELENBP1","SELENBP1","ENSG00000143416",8991
"CERS2","CERS2","ENSG00000143418",29956
"ENSA","ENSA","ENSG00000143420",2029
"AC027612.6","AC027612.6","ENSG00000143429",645166
"SEMA6C","SEMA6C","ENSG00000143434",10500
"MRPL9","MRPL9","ENSG00000143436",65005
"ARNT","ARNT","ENSG00000143437",405
"POGZ","POGZ","ENSG00000143442",23126
"C1orf56","C1orf56","ENSG00000143443",54964
"OAZ3","OAZ3","ENSG00000143450",51686
"HORMAD1","HORMAD1","ENSG00000143452",84072
"GOLPH3L","GOLPH3L","ENSG00000143457",55204
"GABPB2","GABPB2","ENSG00000143458",126626
"ENSG00000143466","ENSG00000143466","ENSG00000143466",NA
"SYT14","SYT14","ENSG00000143469",255928
"KCNH1","KCNH1","ENSG00000143473",3756
"DTL","DTL","ENSG00000143476",51514
"DYRK3","DYRK3","ENSG00000143479",8444
"EIF2D","EIF2D","ENSG00000143486",1939
"INTS7","INTS7","ENSG00000143493",25896
"VASH2","VASH2","ENSG00000143494",79805
"TAF1A","TAF1A","ENSG00000143498",9015
"SMYD2","SMYD2","ENSG00000143499",56950
"SUSD4","SUSD4","ENSG00000143502",55061
"DUSP10","DUSP10","ENSG00000143507",11221
"HHIPL2","HHIPL2","ENSG00000143512",79802
"TP53BP2","TP53BP2","ENSG00000143514",7159
"ATP8B2","ATP8B2","ENSG00000143515",57198
"FLG2","FLG2","ENSG00000143520",388698
"CRNN","CRNN","ENSG00000143536",49860
"ADAM15","ADAM15","ENSG00000143537",8751
"JTB","JTB","ENSG00000143543",10899
"RAB13","RAB13","ENSG00000143545",5872
"S100A8","S100A8","ENSG00000143546",6279
"TPM3","TPM3","ENSG00000143549",7170
"NUP210L","NUP210L","ENSG00000143552",91181
"SNAPIN","SNAPIN","ENSG00000143553",23557
"SLC27A3 (ENSG00000143554)","SLC27A3 (ENSG00000143554)","ENSG00000143554",11000
"S100A7","S100A7","ENSG00000143556",6278
"UBAP2L","UBAP2L","ENSG00000143569",9898
"SLC39A1","SLC39A1","ENSG00000143570",27173
"HAX1","HAX1","ENSG00000143575",10456
"CREB3L4","CREB3L4","ENSG00000143578",148327
"EFNA3","EFNA3","ENSG00000143590",1944
"AQP10","AQP10","ENSG00000143595",89872
"KCNN3","KCNN3","ENSG00000143603",3782
"C1orf43","C1orf43","ENSG00000143612",25912
"GATAD2B (ENSG00000143614)","GATAD2B (ENSG00000143614)","ENSG00000143614",57459
"ILF2","ILF2","ENSG00000143621",3608
"RIT1","RIT1","ENSG00000143622",6016
"INTS3 (ENSG00000143624)","INTS3 (ENSG00000143624)","ENSG00000143624",65123
"PKLR (ENSG00000143627)","PKLR (ENSG00000143627)","ENSG00000143627",5313
"HCN3 (ENSG00000143630)","HCN3 (ENSG00000143630)","ENSG00000143630",57657
"FLG","FLG","ENSG00000143631",2312
"ACTA1","ACTA1","ENSG00000143632",58
"C1orf131","C1orf131","ENSG00000143633",128061
"GALNT2","GALNT2","ENSG00000143641",2590
"TTC13","TTC13","ENSG00000143643",79573
"SCCPDH","SCCPDH","ENSG00000143653",51097
"LYST","LYST","ENSG00000143669",1130
"RP5-862P8.2","RP5-862P8.2","ENSG00000143674",84451
"CEP170","CEP170","ENSG00000143702",9859
"ACP1","ACP1","ENSG00000143727",52
"SNAP47","SNAP47","ENSG00000143740",116841
"SRP9","SRP9","ENSG00000143742",6726
"NVL","NVL","ENSG00000143748",4931
