"","SYMBOL","GSM1143672","GSM1143673","GSM1143674","GSM1143675"
"35172","UQCRFS1",2791,2687,2839,1784
"35173","UQCRH",4873,4691,5834,3306
"35174","UROD",657,595,844,580
"35175","UROS",351,399,646,471
"35176","USF1",791,819,1150,726
"35177","USF2",2983,2444,3833,2135
"35178","USP1",3007,2919,1270,872
"35179","USH2A",1,1,1,1
"35180","MRPL49",2549,2482,2977,1821
"35181","CLRN1",0,0,0,0
"35182","UTRN",1211,1400,2272,2089
"35183","KDM6A",862,876,1093,770
"35184","UTY",2,2,3,3
"35185","UVRAG",1353,1259,1729,986
"35186","VARS1",4709,4072,4094,2678
"35187","VASP",2282,1904,2387,1345
"35188","VAV1",72,55,168,53
"35189","ZNHIT2",232,222,304,205
"35190","VAV2",2775,2732,3417,2185
"35191","VBP1",2107,2194,2073,1291
"35192","VCAM1",0,0,0,0
"35193","VCL",1980,2035,3137,2204
"35194","VCP",12754,11813,19265,11783
"35195","VDAC1",7649,7762,8968,6133
"35196","VDAC2",5165,4662,4854,2875
"35197","VDAC3",2339,2361,2221,1469
"35198","VDR",606,458,694,356
"35199","VEGFA",942,838,1117,625
"35200","VEGFB",393,329,247,141
"35201","VEGFC",17,15,16,13
"35202","VGF",835,696,479,338
"35203","VHL",2901,2919,3707,2392
"35204","VIL1",237,237,95,86
"35205","EZR",5366,4841,9209,5404
"35206","VIM",63,75,131,105
"35207","VIP",0,0,0,0
"35208","VIPR1",162,142,425,221
"35209","VIPR2",110,88,121,73
"35210","VLDLR",254,258,328,175
"35211","BEST1",6474,5560,8570,4581
"35212","MPPED2",134,113,186,108
"35213","VPREB1",0,0,0,0
"35214","TRPV1",51,39,75,39
"35215","VRK1",905,978,276,203
"35216","VRK2",943,914,789,458
"35217","VSNL1",2,1,0,0
"35218","VTN",6,6,10,10
"35219","MYRF",44,52,45,28
"35220","VWF",25,23,56,33
"35221","WARS1",5481,4639,6713,3806
"35222","WAS",34,24,66,51
"35223","ZAN",0,0,0,0
"35224","WIPF1",1034,800,879,512
"35225","EIF4H",8291,7514,7977,4806
"35226","TMEM258",1405,1337,1580,911
"35227","CLIP2",42,50,64,30
"35228","LAT2",12,9,13,11
"35229","CORO2A",255,280,371,172
"35230","WEE1",704,750,532,336
"35231","WFS1",1409,1353,1634,1161
"35232","NSD2",7884,7969,3431,2513
"35233","NELFA",1197,1035,967,661
"35234","DAGLA",319,328,307,245
"35235","WNT1",0,1,0,0
"35236","WNT2",1,0,0,0
"35237","WNT3",42,30,56,24
"35238","WNT5A",2,1,0,1
"35239","WNT6",19,22,5,6
"35240","WNT7A",0,0,0,0
"35241","WNT7B",687,653,892,588
"35242","WNT8A",0,0,0,0
"35243","WNT8B",17,15,8,7
"35244","WNT10B",70,53,25,15
"35245","WNT11",33,46,14,20
"35246","WNT2B",24,16,25,19
"35247","WNT9A",75,84,123,75
"35248","WNT9B",1,0,0,1
"35249","GET1",948,882,685,478
"35250","WRN",1077,1069,819,556
"35251","WT1",0,0,0,0
"35252","XBP1",33809,26734,75507,40051
"35253","XDH",0,0,1,1
"35254","XG",87,85,1531,823
"35255","GAS8-AS1",66,36,89,49
"35256","XIST",0,0,0,0
"35257","XK",355,272,198,128
"35258","XPA",212,225,334,197
"35259","XPC",1899,1659,6413,3594
"35260","CSKMT",130,135,196,128
"35261","XPNPEP1",553,510,495,330
"35262","XPNPEP2",0,0,0,0
"35263","XPO1",11386,11896,9094,6498
"35264","XRCC1",1060,1026,950,662
"35265","LINC00106",8,10,45,28
"35266","XRCC2",852,926,67,62
"35267","XRCC3",837,774,230,208
"35268","XRCC4",147,118,128,81
"35269","FMNL1",264,281,182,122
"35270","XRCC5",16828,17139,14594,9637
"35271","CEMP1",205,185,279,146
"35272","YES1",4116,3926,4217,2539
"35273","YY1",4402,4065,3864,2535
"35274","YWHAB",11809,12541,15033,9846
"35275","LDLRAD4",523,342,1324,706
"35276","YWHAE",10264,10730,10272,6478
"35277","YWHAG",9123,8214,10033,6206
"35278","YWHAH",5405,5088,4228,2916
"35279","YWHAZ",31610,28857,38046,23272
"35280","ZAP70",4,12,12,2
"35281","SF1",6646,5932,5919,3665
"35282","ZFP36",762,933,1357,1118
"35283","ZFP37",1,0,0,1
"35284","PTTG1IP",4016,3953,5048,3188
"35285","ZBTB14",493,496,377,252
"35286","ZFPL1",687,599,773,447
"35287","ZFX",965,980,1166,733
"35288","ZFY",22,24,28,10
"35289","ZIC1",110,99,174,106
"35290","ZIC2",246,221,154,91
"35291","ZIC3",7,11,1,4
"35292","ZNF2",96,108,171,116
"35293","CFAP410",338,323,459,339
"35294","ZNF3",766,788,1167,728
"35295","ZNF711",159,169,115,97
"35296","ZNF7",719,667,911,620
"35297","ZNF8",331,324,530,395
"35298","CNBP",8622,7931,8736,5035
"35299","ZNF10",58,56,73,66
"35300","ZNF12",1021,916,1606,921
"35301","ZNF14",241,227,294,190
"35302","ZNF708",227,243,319,224
"35303","ZNF16",238,198,377,219
"35304","ZNF17",189,142,274,173
"35305","ZNF18",108,101,103,59
"35306","ZNF19",68,40,127,62
"35307","ZNF20",73,82,201,144
"35308","ZNF182",99,150,245,194
"35309","TMEM50B",675,569,881,517
"35310","ZNF22",0,0,1,0
"35311","ZNF23",371,394,470,297
"35312","ZNF24",1742,1634,2860,1747
"35313","ZNF26",275,249,273,188
"35314","ZNF28",1595,1579,2500,1530
"35315","ZSCAN20",67,70,149,91
"35316","MPPED1",0,0,4,3
"35317","ZNF32",371,358,450,317
"35318","ZNF33A",828,958,1295,844
"35319","ZNF33B",357,409,778,544
"35320","ZNF35",112,139,238,152
"35321","ZKSCAN1",2083,2097,4080,2846
"35322","ZNF37A",421,456,811,494
"35323","ZSCAN21",105,123,171,116
"35324","CA1",0,0,0,0
"35325","ZNF41",527,531,684,520
"35326","MZF1",288,255,551,376
"35327","ZNF43",770,763,591,330
"35328","ZNF45",159,225,265,193
"35329","ZBTB25",832,814,698,476
"35330","CA2",2,7,2,2
"35331","ZNF56P",9,9,27,17
"35332","CA3",0,0,0,0
"35333","ZNF66",270,248,189,122
"35334","CA4",890,851,1134,713
"35335","ZNF69",97,116,150,117
"35336","ZNF70",111,110,271,135
"35337","ZNF74",384,382,518,352
"35338","ZNF75D",398,416,622,420
"35339","ZNF75A",608,696,1111,717
"35340","ZNF76",597,487,729,428
"35341","CA5A",2,0,2,1
"35342","ZNF79",153,155,451,331
"35343","ZNF80",0,0,0,0
"35344","ZNF84",555,573,714,497
"35345","ZNF221",5,8,10,11
"35346","ZNF85",313,291,198,108
"35347","ZNF90",1058,944,1130,573
"35348","ZNF91",800,796,1573,1032
"35349","CA6",0,0,0,0
"35350","ZNF99",4,6,2,4
"35351","CA7",1,0,0,0
"35352","CA8",27,30,11,17
"35353","ZNF222",25,22,53,50
"35354","ZNF121",901,727,1011,613
"35355","SYS1-DBNDD2",158,134,125,62
"35356","LUZP6",3928,3827,4413,2890
"35357","SNORD113-1",0,0,0,0
"35358","SNORD113-2",0,0,0,0
"35359","SNORD113-3",0,0,0,0
"35360","SNORD113-4",0,0,0,0
"35361","SNORD113-5",0,0,0,0
"35362","SNORD113-6",0,0,0,0
"35363","SNORD113-7",0,0,0,0
"35364","SNORD113-8",0,0,0,0
"35365","SNORD113-9",0,0,0,0
"35366","SNORD114-1",0,0,0,0
"35367","SNORD114-2",0,0,0,0
"35368","SNORD114-3",0,0,0,0
"35369","SNORD114-4",0,0,0,0
"35370","SNORD114-5",0,0,0,0
"35371","SNORD114-6",0,0,0,0
"35372","SNORD114-7",0,0,0,0
"35373","SNORD114-8",0,0,0,0
"35374","SNORD114-9",0,0,0,0
"35375","SNORD114-10",0,0,0,0
"35376","SNORD114-11",0,0,0,0
"35377","SNORD114-12",0,0,0,0
"35378","SNORD114-13",0,0,0,0
"35379","SNORD114-14",0,0,0,0
"35380","SNORD114-15",0,0,0,0
"35381","SNORD114-16",0,0,0,0
"35382","SNORD114-17",0,0,0,0
"35383","SNORD114-18",0,0,0,0
"35384","SNORD114-19",0,0,0,0
"35385","SNORD114-20",0,0,0,0
"35386","SNORD114-21",0,0,0,0
"35387","SNORD114-22",0,0,0,0
"35388","SNORD114-23",0,0,0,0
"35389","SNORD114-24",0,0,0,0
"35390","SNORD114-25",0,0,0,0
"35391","SNORD114-26",0,0,0,0
"35392","SNORD114-27",0,0,0,0
"35393","SNORD114-28",0,0,0,0
"35394","SNORD114-29",0,0,0,0
"35395","SNORD114-30",0,0,0,0
"35396","SNORD114-31",0,0,0,0
"35397","ZNF124",122,119,129,88
"35398","H2BW4P",0,2,3,0
"35399","PFN1P2",15,17,24,21
"35400","CA9",2,1,0,1
"35401","HAR1A",6,5,4,1
"35402","HAR1B",6,5,7,3
"35403","MKRN3",117,107,133,90
"35404","PRCD",11,13,34,25
"35405","RELL1",386,405,422,283
"35406","MIR758",0,0,0,0
"35407","MIR671",21,23,48,31
"35408","MIR668",0,0,0,0
"35409","MIR767",0,0,0,0
"35410","MIR454",0,1,0,1
"35411","MIR769",0,0,0,0
"35412","MIR766",0,0,0,0
"35413","MIR802",0,0,0,0
"35414","MIR765",0,1,0,0
"35415","MIR770",0,0,0,0
"35416","PSAPL1",2,2,8,0
"35417","MKRN7P",0,0,0,0
"35418","ZNF131",1994,2029,2057,1379
"35419","ZNF132",23,28,27,37
"35420","ZNF133",182,224,262,220
"35421","ZNF134",545,547,1078,611
"35422","ZNF135",0,0,0,0
"35423","ZNF136",163,103,152,105
"35424","ZNF137P",131,134,134,97
"35425","ZNF138",484,554,510,338
"35426","ZNF140",343,345,660,384
"35427","CA11",46,68,53,31
"35428","ZNF141",396,427,265,232
"35429","ZNF142",2051,1771,1457,1059
"35430","ZNF143",422,394,395,360
"35431","PCGF2",922,838,1026,607
"35432","ZBTB16",1,1,1,0
"35433","ZNF146",2697,2746,2828,1752
"35434","TRIM25",5982,5342,6683,3670
"35435","ZNF148",1844,1724,2329,1487
"35436","ZBTB17",389,381,556,365
"35437","CA12",8366,8685,11135,8467
"35438","ZNF154",30,21,13,10
"35439","ZNF155",45,61,140,97
"35440","ZNF157",5,2,10,5
"35441","VEZF1",1946,2134,3650,2337
"35442","ZNF165",170,131,159,64
"35443","TRIM26",1929,1845,3731,2234
"35444","ZNF174",470,413,556,363
"35445","ZNF175",3,9,20,19
"35446","CACNA1A",1,1,1,2
"35447","ZNF177",5,7,5,4
"35448","RNF112",0,1,1,0
"35449","ZNF180",242,236,237,151
"35450","RNF113A",371,347,537,316
"35451","ZNF184",149,193,180,101
"35452","ZNF185",1195,1507,2325,1925
"35453","CACNA1B",1,2,0,1
"35454","ZSCAN26",119,150,243,158
"35455","ZNF189",113,153,202,151
"35456","ZKSCAN8",405,452,753,522
"35457","ZSCAN9",112,120,212,144
"35458","ZNF195",394,393,784,510
"35459","CACNA1C",1,3,2,2
"35460","ZMYM2",4013,4222,5731,4050
"35461","ZNF200",542,587,714,478
"35462","ZNF202",220,245,257,189
"35463","ZNF204P",27,45,46,34
"35464","ZNF205",533,547,625,396
"35465","ZNF207",3710,3619,4002,2292
"35466","ZNF208",7,7,4,1
"35467","CACNA1D",165,179,267,154
"35468","ZNF213",832,683,820,523
"35469","ZNF214",0,0,0,0
"35470","ZNF215",0,0,0,0
"35471","ZFAND5",2193,2222,3375,2223
"35472","ZNF217",8688,8676,20307,13431
"35473","ZNF223",36,40,84,84
"35474","ZNF224",73,96,258,157
"35475","ZNF225",24,32,69,56
"35476","ZNF226",163,169,436,285
"35477","CACNA1E",0,0,1,0
"35478","ZNF227",164,189,286,202
"35479","ZNF112",9,24,29,24
"35480","ZNF229",61,59,97,59
"35481","ZNF230",23,40,28,29
"35482","ZNF232",122,123,74,56
"35483","ZNF236",477,440,442,315
"35484","SLC30A1",1009,812,2008,1196
"35485","CACNA1F",9,8,29,22
"35486","SLC30A2",8,7,0,1
"35487","SLC30A3",157,130,121,76
"35488","SLC30A4",158,164,143,81
"35489","ZP2",1,0,0,0
"35490","ZP3",92,70,106,72
"35491","MAP3K12",925,765,1530,833
"35492","ZXDA",153,138,254,166
"35493","CACNA1S",1,0,0,0
"35494","ZYX",2894,2277,3645,2312
"35495","LUZP1",797,833,1201,804
"35496","PRDM2",562,508,714,423
"35497","DDR1",12486,10229,25290,13548
"35498","DNALI1",4,7,12,3
"35499","PTP4A1",12408,11722,21276,13286
"35500","LRP8",2094,1984,1490,925
"35501","LAPTM5",0,0,6,0
"35502","LOC780529",0,0,0,0
"35503","TVP23A",181,151,176,98
"35504","SNORD3A",8,8,2,8
"35505","SNORD3B-2",4,3,2,5
"35506","SNORD3C",6,4,2,5
"35507","SNORD3D",3,2,1,3
"35508","BSND",0,0,2,0
"35509","CACNA2D1",0,0,0,0
"35510","CSDE1",76663,77350,96495,60548
"35511","EVI5",219,182,401,281
"35512","DAP3",2402,2230,3133,2004
"35513","CACNB1",88,73,47,30
"35514","NPHS2",0,0,0,0
"35515","CACNB2",42,32,69,22
"35516","BTG2",798,778,7859,4257
"35517","PXDN",4201,3596,7701,4784
"35518","CACNB3",1133,1139,1132,803
"35519","ALMS1",1275,1456,991,863
"35520","MOGS",3553,3093,4448,2929
"35521","RNF103",1494,1346,2280,1345
"35522","TUBA1A",11912,11063,7831,6580
"35523","PAX8",50,40,81,39
"35524","CACNB4",5,8,7,3
"35525","IL1R2",0,0,0,0
"35526","MALL",30,35,146,69
"35527","CXCR4",45,25,132,28
"35528","FZD5",843,750,927,590
"35529","SCG2",5,6,7,3
"35530","CACNG1",8,13,18,12
"35531","BRPF1",1330,1241,1204,810
"35532","IFRD2",2423,2002,1560,957
"35533","MAPKAPK3",1278,1149,1554,862
"35534","SEMA3B",2655,1905,4081,2495
"35535","SLMAP",1275,1250,1383,895
"35536","MANF",1455,1372,1192,722
"35537","USP7",7622,7694,7237,4898
"35538","RAB7A",8168,7424,10018,5684
"35539","SLC25A20",221,238,386,231
"35540","KCNAB1",720,714,759,511
"35541","SLBP",1903,1847,670,452
"35542","DUSP26",0,0,0,0
"35543","CRELD1",470,438,992,591
"35544","MRPL57",2116,1724,2193,1253
"35545","COLEC11",3,1,3,2
"35546","OTUB2",114,99,167,121
"35547","PCYOX1L",628,576,614,415
"35548","YIPF2",1400,1270,1840,1128
"35549","PRR14",1235,1092,1282,817
"35550","HROB",247,222,34,29
"35551","CYREN",1279,1203,1350,830
"35552","GDAP1L1",0,1,0,2
"35553","RHPN1-AS1",146,110,121,81
"35554","LRFN4",1180,891,773,486
"35555","CAD",4746,4139,3090,2472
"35556","AUNIP",305,379,233,168
"35557","VKORC1",1648,1533,645,428
"35558","TRIR",3250,2955,3103,1737
"35559","MIS12",462,484,328,230
"35560","CUEDC2",424,381,605,381
"35561","SCNM1",464,481,520,295
"35562","METRN",4583,3754,4562,2829
"35563","DBNDD1",2351,2045,3432,2210
"35564","SLX1B",471,461,445,273
"35565","DDX50",1256,1230,1446,771
"35566","CAMKV",5,1,1,0
"35567","LINC01260",4,3,10,7
"35568","DDA1",626,615,1083,621
"35569","GGCT",3699,3708,3337,1973
"35570","GID4",110,115,186,127
"35571","CENPM",541,484,82,73
"35572","C7orf25",339,305,406,284
"35573","TMEM106C",2602,2728,2031,1335
"35574","NUP37",1115,1077,924,505
"35575","SMIM2",2,2,2,5
"35576","FNDC11",1,0,1,1
"35577","AHNAK",15269,17878,19955,24812
"35578","ZNF655",0,1,0,1
"35579","SPATA5L1",399,292,323,200
"35580","ST8SIA4",82,46,98,41
"35581","PDCL3",1356,1279,1790,1113
"35582","ERI3",969,850,950,583
"35583","INTS15",725,682,902,581
"35584","NABP2",1366,1324,1181,749
"35585","KXD1",1634,1495,1789,1059
"35586","PVRIG",85,78,128,89
"35587","ZFYVE21",1541,1593,2132,1537
"35588","DDX54",5047,4128,4219,2492
"35589","TMEM38A",26,36,44,28
"35590","TSEN34",3045,2874,1943,1372
"35591","KCTD15",2492,2398,2054,1551
"35592","SECISBP2",1333,1280,2050,1315
"35593","REEP5",5565,5492,6189,3952
"35594","NOC4L",999,839,671,434
"35595","ALG8",1114,1130,1710,994
"35596","TRPM8",0,0,0,2
"35597","PRRG4",525,514,407,235
"35598","PRRG3",2,1,3,2
"35599","ASPSCR1",719,627,739,480
"35600","TMEM223",893,761,942,612
"35601","ATG9A",2212,1982,2448,1508
"35602","METTL16",1149,1163,959,610
"35603","FTO",625,628,1017,613
"35604","POGLUT2",202,209,134,85
"35605","ELOVL6",1913,1729,1882,1078
"35606","FASTKD3",250,247,316,191
"35607","TMEM109",2659,2635,1593,1150
"35608","C2orf49",600,624,918,554
"35609","DSCC1",1010,953,121,103
"35610","DCTPP1",3439,3179,2783,1673
"35611","C1orf50",207,247,338,195
"35612","CCDC86",1922,1698,1387,904
"35613","LBHD1",1010,901,1052,612
"35614","MLPH",7285,6018,16442,8899
"35615","WDR77",1964,1805,1851,1259
"35616","SLC25A23",1304,1204,1524,889
"35617","SMIM7",1363,1377,1866,1043
"35618","ALG12",723,597,705,434
"35619","ZNF426",3,5,6,1
"35620","TMUB2",426,445,625,374
"35621","TRAPPC6A",386,391,815,537
"35622","METTL22",426,330,439,296
"35623","CARD14",166,173,309,238
"35624","CHAC1",167,106,194,83
"35625","BBLN",1100,954,1346,910
"35626","TRS-AGA3-1",1,0,1,0
"35627","ESRG",0,0,0,0
"35628","TSL",0,1,0,0
"35629","UQCC3",867,689,680,408
"35630","CSTPP1",392,431,800,462
"35631","TRK-CTT2-3",1,1,5,0
"35632","TRIM48",0,0,0,0
"35633","C1orf116",0,0,14,2
"35634","LINC00626",1,0,0,0
"35635","TAF1D",735,733,798,503
"35636","RNF26",2234,1841,759,482
"35637","MEG8",0,0,0,0
"35638","MAPKAP1",3262,3228,4448,2698
"35639","PWRN1",0,0,0,1
"35640","PWRN2",0,0,0,0
"35641","TRN-GTT4-1",0,0,0,0
"35642","TRN-GTT6-1",0,0,0,0
"35643","TRV-AAC1-5",0,0,0,0
"35644","TRV-AAC3-1",0,0,0,0
"35645","TRV-CAC1-3",0,0,0,0
"35646","DEK",6293,6383,2213,1617
"35647","DHX58",15,9,33,19
"35648","NDUFAF5",446,361,397,280
"35649","TMEM185B",2109,1779,2399,1420
"35650","APOO",443,346,476,282
"35651","LY6G6E",0,0,0,0
"35652","RETREG2",2394,2179,2735,1714
"35653","DERL1",5356,5149,6034,3780
"35654","CCDC28B",38,35,18,24
"35655","PHF23",989,995,1221,825
"35656","MBOAT7",2001,1771,2392,1602
"35657","PPDPF",9163,7746,10353,6050
"35658","CHCHD7",272,250,327,209
"35659","FKRP",289,286,315,199
"35660","MMP28",1,3,13,7
"35661","ZSCAN5A",143,124,193,111
"35662","ALDH5A1",1157,1084,1516,1047
"35663","MGC4859",662,700,493,364
"35664","FA2H",470,413,760,351
"35665","GDPD3",160,150,195,113
"35666","DHRS11",252,260,210,129
"35667","TNIP2",1193,1008,1231,749
"35668","PLEKHF1",76,71,177,107
"35669","MFSD11",1270,1194,1012,659
"35670","GNPTAB",2799,2786,4043,2531
"35671","NOL12",371,373,372,220
"35672","PRRC2A",13240,12154,10007,7257
"35673","LINC01711",0,0,2,0
"35674","TMEM243",330,310,404,254
"35675","LENG1",377,318,415,237
"35676","LILRP2",0,0,0,0
"35677","LILRA6",1,0,0,1
"35678","C1orf35",308,294,247,147
"35679","BAG6",5574,5113,6661,4289
"35680","PRR15L",787,784,1814,1056
"35681","RBM42",1982,1879,1738,1101
"35682","CENPO",2130,1996,727,492
"35683","BRME1",38,33,19,12
"35684","CRELD2",1163,1055,915,571
"35685","ZNF343",153,158,191,151
"35686","FBXL15",387,379,638,392
"35687","ZNF576",310,319,285,163
"35688","THTPA",592,555,975,586
"35689","GPANK1",431,362,375,181
"35690","EFHD2",744,607,615,349
"35691","TTPAL",931,991,1286,875
"35692","BRCC3",1872,1793,1311,955
"35693","FSD1",88,100,33,47
"35694","TMEM43",2570,2488,3578,2290
"35695","DDX39B",2715,2662,2742,1757
"35696","IRX6",9,3,5,2
"35697","IRX3",678,538,837,420
"35698","IRX1",3,2,1,1
"35699","ABHD16A",933,885,1245,738
"35700","SLC39A7",4191,3898,5327,3050
"35701","THOC6",1313,1287,874,668
"35702","HSD17B8",118,83,142,102
"35703","ZNF557",169,189,283,162
"35704","MMEL1",134,93,158,79
"35705","DCAF10",945,806,1320,791
"35706","OR13A1",0,0,0,0
"35707","OR5H6",0,0,0,0
"35708","OR52E1",0,0,0,0
"35709","CALB1",2,2,1,1
"35710","OR5H2",0,0,0,0
"35711","OR7E91P",4,3,8,4
"35712","OR4K5",0,0,0,0
"35713","OR2H2",0,0,0,0
"35714","OR51G1",0,0,0,0
"35715","OR11H2",0,0,0,0
"35716","OR51B4",0,0,0,0
"35717","OR51B2",0,0,0,0
"35718","OR4C5",0,0,0,0
"35719","NELFE",1631,1546,1496,955
"35720","CPLANE2",102,121,152,112
"35721","ZXDC",743,741,1013,659
"35722","BHLHE41",10,5,12,4
"35723","HMGN5",19,22,20,19
"35724","FCRL2",0,0,0,0
"35725","B3GNT4",406,419,496,299
"35726","BCL2L14",0,4,3,2
"35727","CALB2",202,362,202,239
"35728","LST1",0,0,0,0
"35729","NOX5",19,18,32,21
"35730","PLA2G7",0,0,0,0
"35731","GLB1L",85,71,137,93
"35732","KREMEN2",1117,808,777,442
"35733","ZBED2",0,0,0,0
"35734","LRFN3",277,195,245,166
"35735","CYBC1",1280,1107,1698,882
"35736","TFEB",136,115,203,111
"35737","HAUS3",484,537,281,185
"35738","LRRC2",0,0,2,1
"35739","FYCO1",684,671,1581,1019
"35740","BIRC7",19,18,35,15
"35741","WDR25",207,183,321,182
"35742","PAGR1",2850,2577,2258,1394
"35743","ULBP3",74,84,152,81
"35744","DLEU2L",9,6,5,5
"35745","OR51J1",0,0,0,0
"35746","OR52N1",0,0,0,0
"35747","OR5AL1",0,0,0,0
"35748","OR10G6",0,0,0,0
"35749","S100G",2,0,0,0
"35750","OR4F5",0,0,0,0
"35751","OR2A4",1,2,2,5
"35752","OR4K1",0,0,0,0
"35753","OR6J1",0,0,0,0
"35754","RNF217-AS1",0,0,0,1
"35755","RIPOR1",2545,2169,2138,1394
"35756","MAIP1",901,890,905,582
"35757","EPM2A",119,66,96,70
"35758","NKAIN1",77,80,66,83
"35759","GCC1",850,779,1141,758
"35760","ATP13A3",5031,4529,5365,3102
"35761","TTC13",338,417,462,269
"35762","EPS8L3",0,0,2,2
"35763","ABHD8",89,79,94,60
"35764","NKAP",404,451,549,326
"35765","CDC73",2560,2435,2582,1707
"35766","SLC52A2",3403,2729,2721,1723
"35767","SPAG16",1,0,0,0
"35768","TMEM231",367,240,374,283
"35769","CORO7",550,428,663,360
"35770","CHPF",4587,3603,7163,4104
"35771","CARS2",548,460,517,348
"35772","RNF128",19,9,22,9
"35773","MRPL24",1503,1451,1679,955
"35774","ARMH3",1193,1198,1483,1007
"35775","MUL1",644,567,669,417
"35776","SAP130",1514,1466,1441,972
"35777","OBI1",246,239,128,95
"35778","CEP97",425,486,237,203
"35779","CALCA",0,0,0,0
"35780","TCTN1",457,370,447,314
"35781","ADIPOR2",3848,4406,4230,3482
"35782","CERS4",50,49,72,67
"35783","PGBD5",128,167,127,171
"35784","FAM118B",1148,1085,1243,788
"35785","RIC3",9,8,25,8
"35786","VCPKMT",323,281,322,178
"35787","ACSS3",316,229,629,354
"35788","NAA16",640,601,565,382
"35789","TANGO6",324,357,361,242
"35790","CCNJL",215,234,380,341
"35791","HMBOX1",749,752,1134,902
"35792","RNASEH2B",405,357,291,188
"35793","SNRNP25",2911,2929,1776,1172
"35794","GALNT14",945,720,581,344
"35795","ARMT1",5930,6191,5804,4344
"35796","NDNF",0,0,0,0
"35797","TNFAIP8L2",1,0,2,1
"35798","OGFRL1",1709,1797,2817,2274
"35799","SH3TC2",11,32,76,66
"35800","OCEL1",93,76,235,104
"35801","C1orf54",11,4,10,6
"35802","EFL1",705,705,1130,644
"35803","FAM184A",49,71,34,42
"35804","FAT4",8,4,39,39
"35805","SCRN3",518,487,848,473
"35806","CCDC121",87,105,109,73
"35807","ARMC7",315,302,411,254
"35808","TMEM53",64,66,218,140
"35809","C22orf46",566,524,740,468
"35810","ROGDI",1525,1340,1932,1140
"35811","ARSJ",15,14,22,23
"35812","CHMP6",447,407,623,356
"35813","SRD5A3",690,593,1055,600
"35814","CLXN",0,0,0,0
"35815","PANK3",6309,6331,6717,4944
"35816","AKIRIN1",1597,1626,2252,1475
"35817","MCPH1",439,477,482,306
"35818","MAP7D3",453,431,631,422
"35819","AIMP2",1285,1178,1226,704
"35820","USB1",795,673,945,600
"35821","RHBDF2",624,495,871,463
"35822","TMEM204",3,5,3,7
"35823","HECTD3",779,708,1405,857
"35824","BEND5",0,0,1,0
"35825","RPAP3",1592,1715,1438,930
"35826","ARHGAP10",980,950,1219,719
"35827","DYNC2H1",476,420,527,499
"35828","PPP1R3B",939,844,4205,2058
"35829","NEIL1",355,297,579,374
"35830","HSPBAP1",69,65,98,47
"35831","ICE2",911,930,961,598
"35832","DHX40",3249,3301,4358,2896
"35833","PLEKHF2",2473,2424,4499,2865
"35834","KLF3-AS1",20,16,43,23
"35835","PARP8",387,438,564,444
"35836","C3orf52",57,39,178,79
"35837","TUT7",1073,1070,1863,1197
"35838","NLRX1",92,104,264,168
"35839","FN3KRP",1081,1041,526,350
"35840","ZNF329",241,237,474,299
"35841","VEPH1",73,150,47,60
"35842","FASTKD1",571,525,650,371
"35843","OGFOD2",590,548,813,482
"35844","SMC6",1717,1818,1151,742
"35845","VTCN1",2,5,30,9
"35846","RTL10",1113,1225,1369,1138
"35847","CENPU",1445,1515,156,164
"35848","ZDHHC14",192,180,153,110
"35849","MSANTD2",182,224,171,162
"35850","SAP30L",758,717,941,572
"35851","STEAP4",13,14,19,15
"35852","GAL3ST4",5,1,5,0
"35853","QTRT2",1290,1235,1087,680
"35854","ZNF322",263,307,458,330
"35855","YRDC",1034,912,955,529
"35856","MANEA",363,385,234,203
"35857","GALNT12",559,399,641,264
"35858","ZC2HC1C",28,38,41,25
"35859","RIOX1",882,855,780,489
"35860","ZMAT4",27,8,43,9
"35861","ZYG11B",1331,1253,1823,1184
"35862","CALCB",0,0,0,0
"35863","OGFOD3",773,687,767,471
"35864","C11orf80",327,336,410,267
"35865","LRRK1",54,45,99,75
"35866","PRKRIP1",247,225,305,213
"35867","NOL9",777,588,784,388
"35868","COLGALT1",1998,1647,971,664
"35869","MORC4",1205,1188,1087,698
"35870","IPO4",7883,6486,5961,3882
"35871","GTDC1",150,142,196,132
"35872","IGFLR1",98,87,33,15
"35873","CCDC51",329,261,305,180
"35874","NPEPL1",1180,1097,2343,1386
"35875","PPCS",932,836,1661,873
"35876","TBL1XR1",1661,1558,1542,949
"35877","AAGAB",2933,2854,3850,2335
"35878","VPS37B",1230,1046,1682,989
"35879","ANKRD55",0,0,0,0
"35880","SUV39H2",909,916,497,337
"35881","ZNF768",2672,2407,2518,1565
"35882","THAP9",152,135,115,69
"35883","WDR59",1765,1635,3262,2006
"35884","LIN28A",1,1,0,0
"35885","PALB2",625,605,529,342
"35886","SH3D21",270,196,263,150
"35887","NSUN7",331,335,375,271
"35888","NARS2",1084,945,981,580
"35889","E2F8",883,933,101,102
"35890","KCTD17",252,251,349,285
"35891","TBC1D17",672,661,1098,617
"35892","TEFM",197,204,217,134
"35893","BBS10",462,513,666,510
"35894","TTLL7",43,53,40,42
"35895","ZBBX",1,0,1,4
"35896","CCDC7",122,123,166,82
"35897","DIPK2B",0,0,0,1
"35898","ZNF419",118,114,200,138
"35899","CLIP4",23,30,219,155
"35900","ECHDC3",207,203,215,92
"35901","ADGB",0,0,0,0
"35902","LMAN1L",3,9,17,8
"35903","MAFK",1080,1071,1446,972
"35904","ZNF385D",0,0,0,0
